"CardID" "R" "F" "M"
"C0100229740" 526 3 268.98
"C0100229957" 402 3 197
"C0100230610" 694 1 219
"C0100230651" 577 18 455.34
"C0100231284" 482 1 499
"C0100231335" 578 6 528.45
"C0100231527" 427 3 238.99
"C0100231731" 390 6 362.97
"C0100231928" 421 24 1286.32
"C0100231935" 405 30 2153.8
"C0100231981" 431 7 1044.97
"C0100232190" 395 6 432.99
"C0100232348" 390 26 1694.78
"C0100232774" 391 1 169.99
"C0100233160" 484 2 428
"C0100233253" 722 1 349
"C0100234069" 690 1 299
"C0100234329" 394 17 982.3
"C0100234351" 393 26 717.77
"C0100234375" 390 5 430.93
"C0100234580" 511 2 188
"C0100234744" 488 4 297.98
"C0100235222" 392 26 1116.17
"C0100235347" 411 11 941.43
"C0100235578" 485 1 199
"C0100235648" 419 7 1106.99
"C0100235833" 650 1 109
"C0100235896" 429 4 311.99
"C0100236317" 694 3 87.98
"C0100236495" 504 2 818.99
"C0100236546" 431 4 177.97
"C0100236548" 403 3 183.98
"C0100236892" 553 3 437.99
"C0100237314" 501 26 1553.79
"C0100237576" 486 3 317.99
"C0100238419" 436 2 413.99
"C0100238650" 468 2 468
"C0100238900" 426 20 481.81
"C0100239102" 546 3 317.99
"C0100239159" 617 3 41.97
"C0100239706" 414 2 408
"C0100239858" 388 3 453.99
"C0100240294" 396 10 1172.85
"C0100240363" 464 5 191.92
"C0100240599" 575 20 534.77
"C0100241070" 516 5 560.99
"C0100241158" 427 2 195.99
"C0100241220" 519 5 198.93
"C0100241602" 394 3 1367.99
"C0100241653" 414 3 250.99
"C0100242000" 408 6 337.96
"C0100242056" 391 28 803.74
"C0100242465" 395 5 355.95
"C0100243037" 388 2 19.98
"C0100243501" 464 3 337.99
"C0100243904" 397 29 581.27
"C0100243986" 393 6 328.95
"C0100244662" 437 3 387
"C0100244844" 437 16 1687.74
"C0100244981" 492 6 412.92
"C0100245017" 488 2 35.98
"C0100245091" 446 2 158
"C0100245218" 684 1 99
"C0100245322" 527 6 360.93
"C0100245694" 420 2 378.99
"C0100246610" 441 5 1496
"C0100246911" 422 3 486.98
"C0100247084" 397 2 648
"C0100247234" 418 4 402.97
"C0100248056" 582 2 148
"C0100248187" 405 2 838
"C0100248454" 403 6 461.97
"C0100248601" 394 7 791.97
"C0100248615" 425 6 178.95
"C0100248643" 404 2 393
"C0100249741" 394 2 19.48
"C0100249820" 540 4 193.97
"C0100249844" 476 5 144.92
"C0100250110" 573 18 520.84
"C0100250548" 420 2 798
"C0100250670" 572 5 280.94
"C0100251340" 421 29 949.24
"C0100251417" 570 3 407.99
"C0100251430" 614 1 239
"C0100252295" 579 1 179
"C0100253250" 429 3 267.99
"C0100253611" 419 13 580.38
"C0100253891" 522 3 322
"C0100253918" 597 2 79.94
"C0100254633" 492 3 317.99
"C0100254832" 470 3 227.95
"C0100254864" 495 4 393.99
"C0100255509" 669 1 39.95
"C0100255682" 620 3 91.97
"C0100255847" 451 3 347
"C0100256129" 701 2 268
"C0100256202" 646 1 124
"C0100256393" 399 4 713.98
"C0100256707" 500 3 438.98
"C0100256753" 521 2 398.99
"C0100256849" 411 5 455.99
"C0100257232" 405 4 476.98
"C0100257777" 418 2 288
"C0100257819" 412 4 445.98
"C0100258313" 400 2 283
"C0100258532" 406 3 547
"C0100259009" 545 3 387
"C0100261183" 446 2 458
"C0100261314" 390 4 357.98
"C0100261438" 718 1 159
"C0100261578" 591 1 159
"C0100261625" 393 4 115.97
"C0100261683" 560 2 148
"C0100261894" 630 1 279
"C0100262558" 473 2 458
"C0100262865" 433 2 408
"C0100263019" 388 3 115.98
"C0100263883" 601 8 713.44
"C0100264023" 424 3 303.99
"C0100264365" 429 1 109
"C0100264597" 442 2 148
"C0100265019" 424 4 321.99
"C0100265674" 391 3 267.99
"C0100265846" 453 5 566.94
"C0100266253" 459 4 491
"C0100266472" 698 2 61.99
"C0100267897" 452 5 479.97
"C0100268057" 398 3 387.95
"C0100268245" 520 2 698
"C0100268706" 436 4 218.97
"C0100269138" 509 5 425.96
"C0100269256" 420 1 69
"C0100269347" 469 5 280.97
"C0100269556" 624 2 64.94
"C0100269607" 400 20 1189.8
"C0100269678" 394 14 247.33
"C0100270511" 419 8 597.96
"C0100270744" 549 2 438
"C0100280415" 399 4 229.98
"C0100280484" 399 5 1013.49
"C0100280569" 479 2 618.99
"C0100280730" 391 3 183.98
"C0100280763" 743 1 69
"C0100281288" 389 1 899
"C0100282161" 523 5 600.95
"C0100282273" 446 4 529.98
"C0100282454" 410 2 168.95
"C0100282971" 655 1 94
"C0100283082" 454 3 587.99
"C0100283260" 447 9 1487.98
"C0100283300" 402 4 417.94
"C0100283825" 430 3 453.98
"C0100284374" 424 4 260.48
"C0100284891" 397 17 945.85
"C0100285453" 458 2 68.95
"C0100285584" 415 3 201.99
"C0100285670" 450 2 318
"C0100287044" 467 4 338.98
"C0100287593" 466 2 228.99
"C0100287689" 498 4 262.94
"C0100288287" 408 2 428
"C0100289019" 389 1 124
"C0100290520" 398 3 307
"C0100290946" 624 2 298
"C0100291050" 445 6 395.98
"C0100292253" 583 3 267
"C0100292531" 408 3 387
"C0100549639" 469 2 248
"C0100550832" 420 6 482.98
"C0100551691" 596 4 153.97
"C0100553758" 397 21 860.78
"C0100554002" 401 3 763.98
"C0100554060" 415 28 599.75
"C0100554114" 417 2 401.99
"C0100554149" 430 14 645.38
"C0100554252" 392 2 153.99
"C0100555033" 446 3 313.99
"C0100555324" 397 3 343.98
"C0100556549" 509 3 387
"C0100556697" 563 3 1057
"C0100557632" 424 4 526.99
"C0100557809" 404 23 459.79
"C0100557875" 393 20 620.31
"C0100558021" 394 25 781.73
"C0100558512" 395 8 87.42
"C0100558594" 392 21 1307.31
"C0100558757" 510 5 1160
"C0100559072" 602 3 42.47
"C0100559289" 575 18 689.27
"C0100559314" 449 14 1112.92
"C0100559398" 442 2 508
"C0100559437" 541 2 308
"C0100559670" 397 29 600.69
"C0100559749" 455 4 1186
"C0100559872" 420 3 1102
"C0100559928" 515 2 258.99
"C0100560536" 396 10 639.92
"C0100560710" 407 8 479.94
"C0100563425" 427 18 829.35
"C0100563532" 391 2 268.99
"C0100563875" 650 2 163
"C0100564050" 519 2 618
"C0100564371" 594 1 799
"C0100564442" 403 6 1185.97
"C0100564450" 490 2 528
"C0100564863" 464 4 174.39
"C0100565132" 516 3 447.99
"C0100566465" 449 2 218.99
"C0100566784" 393 3 192.95
"C0100567910" 446 5 365.99
"C0100568148" 584 6 428.41
"C0100568237" 476 30 485.23
"C0100568408" 468 13 1015.91
"C0100569375" 580 2 188.99
"C0100569691" 397 2 468.99
"C0100570228" 391 2 888
"C0100570542" 412 4 361.95
"C0100570707" 396 19 1368.37
"C0100570776" 393 4 329.98
"C0100570862" 474 2 198.99
"C0100570992" 550 4 339.92
"C0100571135" 419 19 735.33
"C0100571250" 582 6 439.96
"C0100571396" 506 2 333.95
"C0100571436" 469 2 418.99
"C0100571998" 429 2 318.99
"C0100572095" 449 4 396
"C0100572432" 460 3 282.95
"C0100572493" 674 2 59.98
"C0100572564" 471 5 460.48
"C0100573159" 398 2 718
"C0100574316" 572 1 94
"C0100574556" 493 2 348.99
"C0100574635" 408 30 956.69
"C0100574749" 397 20 679.25
"C0100575140" 405 3 24.97
"C0100575495" 393 16 506.86
"C0100575553" 458 2 438
"C0100575557" 391 3 407
"C0100575982" 407 2 488
"C0100577463" 534 4 648.97
"C0100577470" 411 1 109
"C0100578714" 416 4 350.98
"C0100578738" 508 8 599.86
"C0100578991" 410 22 1025.77
"C0100579357" 441 3 352.99
"C0100579431" 570 3 177.99
"C0100579870" 442 7 1000.42
"C0100580240" 526 4 277.94
"C0100580273" 434 4 552.99
"C0100580423" 480 4 372.94
"C0100580465" 578 5 403.98
"C0100580850" 475 3 1527
"C0100581189" 505 4 432.98
"C0100581414" 704 2 183.95
"C0100581791" 396 26 768.76
"C0100581925" 470 4 386
"C0100581982" 412 3 517.99
"C0100583275" 471 2 1038
"C0100583457" 430 3 492.99
"C0100584256" 536 3 184.94
"C0100584440" 408 4 433.98
"C0100584538" 540 7 1604.46
"C0100584813" 388 11 76.39
"C0100586281" 530 10 1041.94
"C0100586373" 391 5 472.97
"C0100586794" 668 2 251.49
"C0100587137" 396 26 532.71
"C0100587153" 396 4 213.97
"C0100587506" 440 3 106.98
"C0100587643" 405 4 375.99
"C0100588589" 503 2 338
"C0100588714" 392 21 928.35
"C0100588776" 393 22 193.24
"C0100588918" 404 1 269
"C0100589124" 491 4 242.89
"C0100589204" 396 10 937.91
"C0100589261" 420 4 79.97
"C0100589443" 747 1 64
"C0100589710" 512 3 452
"C0100590267" 637 1 129
"C0100590471" 388 22 379.31
"C0100590664" 393 5 317.47
"C0100590891" 429 4 541.95
"C0100591314" 394 4 427.94
"C0100592088" 451 3 457.99
"C0100592375" 460 2 318
"C0100592915" 691 1 339
"C0100593168" 395 3 50.98
"C0100593297" 431 30 824.73
"C0100593443" 393 3 81.48
"C0100593743" 429 4 287.98
"C0100593770" 544 3 247.99
"C0100593793" 584 18 562.84
"C0100594197" 499 3 797
"C0100594235" 432 2 468
"C0100594492" 473 2 358
"C0100594543" 402 2 358
"C0100594789" 402 3 462.99
"C0100594950" 524 2 388
"C0100595047" 389 4 442.98
"C0100595258" 550 8 1932
"C0100597160" 403 27 380.74
"C0100597461" 503 3 207
"C0100597873" 391 2 215.99
"C0100598039" 398 5 1063.88
"C0100598148" 507 4 427.98
"C0100598175" 482 2 6.98
"C0100598741" 416 3 257
"C0100598877" 620 1 219
"C0100599373" 612 1 559
"C0100599643" 616 1 94
"C0100600726" 642 2 93.99
"C0100600859" 518 6 527.96
"C0100601213" 689 2 89.98
"C0100601566" 396 23 1109.3
"C0100601769" 470 3 217.99
"C0100601966" 527 4 441
"C0100602172" 420 4 276
"C0100602210" 513 4 214.97
"C0100602558" 471 4 387.98
"C0100602905" 583 2 62.99
"C0100602992" 413 3 327.99
"C0100603319" 698 2 238.99
"C0100604406" 482 5 795.99
"C0100604561" 427 10 159.86
"C0100604883" 446 4 248.97
"C0100604966" 493 8 347.96
"C0100605043" 413 18 353.76
"C0100605187" 392 4 178.98
"C0100605191" 428 2 223
"C0100605252" 485 1 239
"C0100605299" 413 2 468.99
"C0100605464" 500 4 1416.99
"C0100605619" 553 4 310.98
"C0100605821" 600 3 30.97
"C0100606090" 434 5 157.46
"C0100606101" 415 3 123.98
"C0100606285" 404 3 268.98
"C0100606607" 404 23 1170.29
"C0100606879" 466 4 496.95
"C0100607523" 423 2 358
"C0100607673" 492 2 238.99
"C0100608276" 618 1 329
"C0100608710" 437 3 307.99
"C0100608848" 470 4 218.93
"C0100608998" 457 1 299
"C0100609084" 436 3 422.99
"C0100609835" 432 6 1119.48
"C0100609878" 417 5 1418.99
"C0100610046" 390 8 1103.49
"C0100610234" 462 2 408.95
"C0100610422" 443 24 2188.8
"C0100610718" 392 1 1049
"C0100611743" 699 3 157.99
"C0100613165" 552 3 532.99
"C0100613268" 466 3 407
"C0100614020" 416 2 698
"C0100614783" 398 4 857.98
"C0100615526" 392 4 1522.99
"C0100616077" 485 3 452.95
"C0100616364" 393 1 79.99
"C0100616418" 416 5 507.97
"C0100616449" 453 3 321.99
"C0100616941" 687 1 6.99
"C0100617048" 482 4 551.99
"C0100617381" 463 3 472.99
"C0100618029" 413 4 314.99
"C0100618272" 430 1 199
"C0100618327" 567 2 508
"C0100618507" 457 2 418
"C0100618626" 396 4 233.93
"C0100618931" 408 8 763.45
"C0100619369" 398 3 427.95
"C0100619497" 581 3 94.93
"C0100619524" 393 3 313.94
"C0100620167" 582 28 384.74
"C0100620614" 393 4 180.97
"C0100621030" 444 3 387.99
"C0100621701" 419 5 466.98
"C0100621780" 409 5 515.96
"C0100621906" 390 6 1147.97
"C0100622068" 404 4 420.48
"C0100622324" 398 5 328.97
"C0100622605" 449 4 349.99
"C0100623396" 398 23 2233.81
"C0100623936" 586 28 432.74
"C0100624496" 528 8 579.96
"C0100624861" 574 26 570.75
"C0100625190" 424 4 646.95
"C0100625751" 443 4 297.98
"C0100625829" 443 1 149.99
"C0100625884" 532 4 389.49
"C0100626245" 546 2 438
"C0100626611" 393 3 1227
"C0100626833" 393 2 248.99
"C0100627115" 394 2 368
"C0100627181" 435 2 448.99
"C0100627627" 414 5 144.96
"C0100627873" 535 2 623
"C0100628362" 395 12 100.38
"C0100628370" 394 22 742.3
"C0100628856" 424 6 350.97
"C0100628914" 391 4 102.47
"C0100629695" 597 2 203.99
"C0100629920" 427 3 112.98
"C0100629950" 390 3 447.99
"C0100629975" 430 4 208.97
"C0100630553" 466 4 188.93
"C0100630894" 573 3 163.98
"C0100631681" 573 2 348
"C0100632028" 460 2 2748
"C0100632107" 468 1 109
"C0100632273" 452 4 286.99
"C0100632429" 515 4 596
"C0100632656" 443 3 527.99
"C0100632667" 389 3 255.98
"C0100632745" 420 3 337.99
"C0100633073" 496 3 150.49
"C0100633194" 701 3 78.93
"C0100633266" 412 1 199
"C0100633440" 497 2 918
"C0100633543" 406 6 518.97
"C0100633729" 435 4 401
"C0100633827" 400 5 600.99
"C0100634137" 395 4 331.98
"C0100634158" 589 2 103.99
"C0100634545" 625 1 179
"C0100634886" 608 3 260.98
"C0100635604" 589 2 183
"C0100635743" 398 2 273
"C0100635812" 389 22 432.75
"C0100635974" 405 25 999.78
"C0100636264" 451 3 422.99
"C0100636369" 498 5 135.92
"C0100636892" 410 5 830.47
"C0100636897" 427 1 104
"C0100637274" 442 3 428.98
"C0100637560" 452 7 582.44
"C0100637603" 416 2 138
"C0100637723" 532 5 343.97
"C0100638646" 411 2 163.99
"C0100638738" 751 1 89
"C0100638858" 390 27 1893.75
"C0100639060" 408 2 238
"C0100639269" 567 2 368
"C0100639305" 420 4 262.98
"C0100639489" 451 30 658.15
"C0100640618" 402 3 338.94
"C0100640669" 491 3 121.98
"C0100641006" 531 3 194.99
"C0100641813" 404 1 169
"C0100641871" 496 2 478
"C0100642070" 402 5 830.99
"C0100642853" 639 1 149.99
"C0100642935" 396 1 89
"C0100643239" 476 2 508
"C0100643248" 484 3 547.99
"C0100643473" 451 4 332.99
"C0100643686" 573 2 488
"C0100644011" 444 5 163.92
"C0100644042" 659 2 108.99
"C0100644545" 395 3 227.99
"C0100644742" 457 4 267.98
"C0100645528" 432 3 422.99
"C0100645534" 488 5 547.99
"C0100645921" 469 30 1022.69
"C0100646519" 412 1 6.99
"C0100646687" 619 1 149
"C0100647275" 439 3 827
"C0100647362" 430 1 69
"C0100647451" 394 2 298
"C0100647930" 440 3 537
"C0100648393" 447 4 235.93
"C0100648626" 519 2 518
"C0100649088" 398 22 411.78
"C0100649094" 388 2 238
"C0100649903" 576 1 239
"C0100650645" 390 27 667.2
"C0100651225" 517 6 635.88
"C0100651607" 561 2 488
"C0100651814" 500 4 536.99
"C0100652004" 403 4 247.94
"C0100652249" 415 3 467.99
"C0100652289" 441 20 551.32
"C0100652691" 453 2 228.95
"C0100652775" 454 3 647
"C0100652806" 508 6 666.93
"C0100653185" 397 30 1466.25
"C0100653502" 502 2 1498.99
"C0100653933" 569 4 237.98
"C0100653987" 537 3 347.99
"C0100654076" 415 4 406.99
"C0100654142" 437 4 235.99
"C0100654178" 401 3 143.94
"C0100655220" 538 4 256.99
"C0100655551" 433 4 232.98
"C0100655770" 460 4 536.99
"C0100655857" 420 3 227.99
"C0100655968" 403 14 2145.98
"C0100656060" 580 7 169.95
"C0100656148" 390 2 179.98
"C0100656209" 400 3 232.95
"C0100656279" 388 3 182.99
"C0100656306" 550 2 308
"C0100656469" 388 6 1004.98
"C0100656691" 402 2 338
"C0100656909" 416 2 168
"C0100656962" 417 3 352.95
"C0100657058" 632 1 229
"C0100657176" 567 2 368
"C0100657971" 520 21 851.83
"C0100658338" 491 4 712.98
"C0100658519" 405 18 125.82
"C0100658643" 434 1 24.95
"C0100659313" 455 2 558.99
"C0100659362" 403 24 503.2
"C0100659466" 421 5 375.99
"C0100659645" 466 2 218
"C0100660131" 453 4 407.98
"C0100660257" 389 3 337
"C0100660370" 463 1 39.95
"C0100660383" 474 3 287.99
"C0100660447" 491 2 127.99
"C0100660521" 441 5 263.96
"C0100660538" 425 3 263.98
"C0100661029" 447 3 522.99
"C0100661172" 427 4 256.99
"C0100661444" 458 3 467
"C0100661807" 435 4 282.98
"C0100661953" 461 4 328.97
"C0100662770" 468 3 477.99
"C0100662879" 407 1 104
"C0100663027" 407 2 388.99
"C0100663184" 391 30 922.67
"C0100663217" 577 1 189
"C0100663354" 407 18 732.86
"C0100663576" 437 4 587.94
"C0100663580" 428 2 243
"C0100663689" 728 2 78.99
"C0100663810" 421 3 257.99
"C0100663928" 506 1 299
"C0100664198" 463 2 363.99
"C0100668182" 420 2 188.99
"C0100668795" 599 17 322.31
"C0100674328" 577 1 179
"C0100674334" 455 3 507
"C0100676338" 631 3 83.49
"C0100676346" 392 23 570.25
"C0100677836" 393 2 678
"C0100678116" 426 4 526
"C0100686053" 393 4 286.95
"C0100686093" 454 2 428.99
"C0100686534" 596 1 450
"C0100686821" 399 30 579.13
"C0100687032" 559 4 148.93
"C0100687353" 576 19 206.83
"C0100690052" 625 1 21.99
"C0100690781" 468 2 128.99
"C0100691509" 444 3 226.99
"C0100692208" 420 3 397.98
"C0100692422" 449 2 308.99
"C0100692959" 618 3 128.98
"C0100693443" 423 7 1490.98
"C0100693480" 405 4 547.98
"C0100693593" 413 4 437.98
"C0100693748" 439 4 424.98
"C0100693822" 432 2 213.95
"C0100695385" 479 5 390.97
"C0100695779" 418 25 1993.73
"C0100698068" 390 25 706.29
"C0100698128" 388 10 200.91
"C0100700814" 421 6 460.46
"C0100702877" 487 3 197.48
"C0100702944" 412 4 391.95
"C0100703741" 394 1 69
"C0100703899" 396 2 378
"C0100704099" 473 1 299
"C0100704502" 473 4 876.99
"C0100705192" 456 3 440.99
"C0100705308" 442 19 729.83
"C0100705458" 603 2 154.98
"C0100705586" 537 4 556.99
"C0100706673" 494 6 140.92
"C0100708462" 466 4 400.99
"C0100709237" 562 3 297.99
"C0100709454" 469 8 471.94
"C0100710222" 665 1 39.99
"C0100710500" 402 2 59.98
"C0100710684" 540 5 255.97
"C0100712179" 415 2 373
"C0100712427" 429 3 602.99
"C0100712899" 414 4 1547.94
"C0100714082" 415 3 317
"C0100714228" 390 2 498.99
"C0100714738" 504 3 198.98
"C0100716878" 490 2 428
"C0100716967" 678 2 118.99
"C0100717145" 518 2 95.94
"C0100717157" 483 3 268.98
"C0100717427" 425 2 403
"C0100717568" 476 4 331.99
"C0100717852" 595 21 692.28
"C0100717910" 428 3 124.98
"C0100718707" 583 2 278.99
"C0100719648" 396 8 534.95
"C0100719901" 400 2 218
"C0100719913" 422 2 71.99
"C0100720058" 391 3 282.99
"C0100721668" 459 3 123.98
"C0100722185" 427 2 163
"C0100722638" 478 4 352.9
"C0100722656" 540 2 578
"C0100722961" 639 2 368
"C0100723303" 396 3 74.93
"C0100723664" 430 5 380.95
"C0100723891" 494 3 422.99
"C0100725528" 404 2 388.99
"C0100725571" 395 1 119
"C0100725664" 606 2 158.99
"C0100727648" 549 3 467.99
"C0100728251" 576 16 688.86
"C0100728359" 409 3 587
"C0100728566" 438 5 336.97
"C0100728569" 434 4 280.97
"C0100729013" 429 2 173.99
"C0100730234" 487 3 242.99
"C0100730638" 388 30 743.18
"C0100730910" 493 4 388.97
"C0100731526" 398 2 183.95
"C0100732233" 505 5 495.99
"C0100732405" 577 3 555.98
"C0100732631" 681 2 174.99
"C0100732701" 501 5 376.91
"C0100733255" 491 18 601.3
"C0100733658" 437 2 648
"C0100733702" 428 29 843.65
"C0100733749" 703 1 129
"C0100733861" 560 2 118.99
"C0100733908" 494 2 223
"C0100734048" 418 1 34.95
"C0100734051" 390 3 42.97
"C0100734756" 416 5 76.45
"C0100735822" 613 1 104
"C0100736624" 576 3 272
"C0100737328" 497 3 177.99
"C0100737436" 651 1 189
"C0100737755" 550 3 262.99
"C0100737845" 391 4 209.92
"C0100738998" 634 11 426.9
"C0100739428" 427 1 199
"C0100739892" 392 19 654.85
"C0100740048" 401 3 220.49
"C0100740063" 480 3 183.9
"C0100740357" 397 3 572
"C0100740730" 405 2 428
"C0100740911" 527 16 954.74
"C0100741320" 456 1 159
"C0100741425" 441 6 470.98
"C0100741932" 495 5 198.92
"C0100741947" 495 5 240.48
"C0100742412" 422 3 240.49
"C0100742785" 396 1 19.99
"C0100743076" 601 2 138
"C0100743164" 491 3 147.99
"C0100743528" 419 5 461.88
"C0100743550" 405 2 178
"C0100743612" 444 5 360.95
"C0100743917" 580 2 138.99
"C0100744439" 410 20 1475.85
"C0100744446" 436 3 247.95
"C0100745190" 395 3 477
"C0100745217" 513 2 388.99
"C0100745596" 388 1 69.95
"C0100745600" 636 2 179.98
"C0100745770" 408 24 889.76
"C0100746015" 448 5 861.94
"C0100746227" 407 4 557.98
"C0100747558" 481 3 305.99
"C0100747619" 459 3 649.49
"C0100747822" 554 3 477.99
"C0100748283" 478 5 114.96
"C0100748366" 401 4 173.98
"C0100748689" 392 1 799
"C0100749249" 471 3 487
"C0100749404" 405 1 124
"C0100750339" 480 6 321.94
"C0100750504" 613 2 298.99
"C0100750875" 404 2 308
"C0100751163" 531 3 119.89
"C0100751185" 491 4 317.98
"C0100751241" 430 3 347.99
"C0100751309" 464 6 586.93
"C0100751514" 617 1 179
"C0100751691" 402 22 1271.36
"C0100753394" 400 4 481.99
"C0100753502" 635 1 49
"C0100753635" 396 3 247
"C0100754325" 531 6 467.98
"C0100754790" 648 2 88.95
"C0100754806" 392 2 262.99
"C0100755047" 396 1 69.99
"C0100755170" 417 21 589.3
"C0100755619" 395 1 59.95
"C0100755876" 459 3 307
"C0100756451" 517 4 217.98
"C0100756908" 393 26 838.76
"C0100756995" 419 4 896
"C0100757210" 402 4 527.98
"C0100757790" 398 28 988.25
"C0100757836" 574 23 310.3
"C0100758569" 580 2 58.99
"C0100758957" 428 4 536.95
"C0100759044" 696 4 387.97
"C0100759093" 445 24 661.74
"C0100759339" 445 1 99
"C0100759375" 724 1 89
"C0100759686" 517 3 537
"C0100759728" 541 4 442.94
"C0100760844" 469 2 163
"C0100761178" 403 6 338.88
"C0100762335" 633 3 147.95
"C0100762879" 523 2 518
"C0100762956" 410 27 719.77
"C0100763020" 388 3 177.95
"C0100763038" 530 4 296.94
"C0100763116" 390 4 646
"C0100763208" 487 3 397.99
"C0100763343" 406 4 136.48
"C0100764230" 586 3 107.48
"C0100764458" 518 8 1022
"C0100765059" 516 4 210.97
"C0100765377" 450 4 405.99
"C0100765614" 392 2 678
"C0100766079" 436 2 918
"C0100766675" 575 2 428
"C0100767441" 594 3 297.98
"C0100767574" 391 6 386.95
"C0100767836" 657 2 88.99
"C0100767837" 391 4 134.93
"C0100768037" 431 2 88.98
"C0100768408" 414 4 106.96
"C0100769031" 586 19 224.78
"C0100769459" 412 3 282
"C0100769804" 488 4 179.98
"C0100769925" 450 2 308.99
"C0100770398" 439 5 607.93
"C0100770603" 408 2 423
"C0100770740" 581 2 208.99
"C0100771564" 466 11 770.91
"C0100771666" 573 2 208
"C0100771681" 433 3 243.98
"C0100771846" 436 2 478
"C0100772328" 475 2 105.98
"C0100772460" 576 2 68.99
"C0100773028" 509 3 237
"C0100773373" 422 4 442.94
"C0100773750" 512 8 407.96
"C0100775087" 524 3 357
"C0100775183" 433 3 244.99
"C0100775317" 460 2 493
"C0100775427" 644 1 269
"C0100775638" 625 3 71.93
"C0100775995" 580 1 349
"C0100776449" 400 27 945.27
"C0100776494" 399 28 946.2
"C0100776524" 388 2 888
"C0100776679" 390 2 418
"C0100776845" 550 2 99.9
"C0100776878" 421 4 382.98
"C0100779916" 478 4 462.94
"C0100781303" 415 1 59
"C0100781422" 460 23 916.26
"C0100782118" 395 2 268
"C0100782306" 582 4 398.99
"C0100782413" 392 8 847.39
"C0100782575" 421 3 297.99
"C0100782926" 480 2 208.99
"C0100782941" 682 3 57.43
"C0100783676" 469 4 279.94
"C0100784389" 405 5 352.97
"C0100784659" 405 1 659
"C0100785003" 743 1 109
"C0100785075" 595 22 535.28
"C0100785157" 599 1 49.99
"C0100785511" 490 5 368.47
"C0100785694" 584 1 59
"C0100786210" 407 13 746.87
"C0100786657" 707 1 269
"C0100787039" 521 4 327.94
"C0100787571" 400 2 258
"C0100787743" 422 5 416.94
"C0100788124" 489 5 261.93
"C0100788506" 476 4 416.99
"C0100789029" 434 4 221.99
"C0100789240" 423 3 562.95
"C0100789912" 441 3 875.98
"C0100790016" 518 6 683.96
"C0100791573" 654 2 103.99
"C0100792535" 616 2 93.99
"C0100792592" 528 3 367
"C0100793010" 580 1 94
"C0100793280" 393 3 417
"C0100793315" 482 3 164.94
"C0100793436" 657 1 169
"C0100793858" 406 6 836.94
"C0100794057" 442 4 495.99
"C0100794454" 452 2 298.99
"C0100794499" 694 1 179
"C0100795233" 456 3 288.94
"C0100795339" 397 4 253.98
"C0100795957" 674 2 103.99
